id_fonte,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,cep,latitude,longitude,confiabilidade
OSM000031,ESTRADA,SAO JOAO,1012,REPUBLICA,São Paulo,SP,01000-498,-23.546168,-46.643675,0.83
OSM000032,ALAMEDA,Paulista,33,Bela Vista,São Paulo,SP,01000-352,-23.562111,-46.656999,0.8
OSM000033,RUA,SAO JOAO,2790,Republica,São Paulo,SP,01000-838,-23.546542,-46.64323,0.83
OSM000034,TRAVESSA,Oswaldo Cruz,4676,BOTAFOGO,Rio de Janeiro,RJ,20000-691,-22.950166,-43.189408,0.8
OSM000035,ESTRADA,Da Aurora,611,BOA VISTA,Recife,PE,50000-281,-8.063783,-34.88162,0.78
OSM000036,AVENIDA,DO OUVIDOR,3995,Centro,Rio de Janeiro,RJ,20000-721,-22.901953,-43.173447,0.78
OSM000037,AVENIDA,Boavista,4332,BOA VIAGEM,Recife,PE,50000-296,-8.120128,-34.906671,0.82
OSM000038,PRAÇA,CONSOLACAO,102,Consolacao,São Paulo,SP,01000-919,-23.549652,-46.66013,0.76
OSM000039,PRAÇA,Copacabana,4522,COPACABANA,Rio de Janeiro,RJ,20000-482,-22.970343,-43.185138,0.76
OSM000040,PRAÇA,DOS ANDRADAS,1456,CENTRO,Porto Alegre,RS,90000-187,-30.034624,-51.230424,0.82
OSM000041,ALAMEDA,Primeiro De Março,1311,CENTRO,Rio de Janeiro,RJ,20000-215,-22.902714,-43.176795,0.81
OSM000042,AVENIDA,Sao Joao,1773,Republica,São Paulo,SP,01000-506,-23.54678,-46.643986,0.83
OSM000043,ESTRADA,REBOUCAS,3377,PINHEIROS,São Paulo,SP,01000-266,-23.560839,-46.680431,0.78
OSM000044,RUA,Das Flores,1247,Jardim,Rio de Janeiro,RJ,20000-818,-22.910784,-43.180396,0.76
OSM000045,VIELA,MARQUES DE ITU,3304,VILA BUARQUE,São Paulo,SP,01000-655,-23.547128,-46.643041,0.79
OSM000046,AVENIDA,SETEMBRO,2026,Centro,Rio de Janeiro,RJ,20000-721,-22.905073,-43.176121,0.82
OSM000047,ALAMEDA,Presidente Vargas,4725,CENTRO,Rio de Janeiro,RJ,20000-914,-22.905174,-43.178376,0.76
OSM000048,RUA,SETEMBRO,780,CENTRO,Rio de Janeiro,RJ,20000-240,-22.904561,-43.176881,0.76
OSM000049,ESTRADA,Consolacao,1932,Consolacao,São Paulo,SP,01000-112,-23.550795,-46.660195,0.78
OSM000050,ALAMEDA,URUGUAIANA,3233,Centro,Rio de Janeiro,RJ,20000-744,-22.901705,-43.173547,0.77
OSM000051,ESTRADA,Ipiranga,2566,Republica,São Paulo,SP,01000-359,-23.542002,-46.640684,0.77
OSM000052,RUA,PAULISTA,3672,Bela Vista,São Paulo,SP,01000-733,-23.561916,-46.656651,0.8
OSM000053,LARGO,Reboucas,3495,PINHEIROS,São Paulo,SP,01000-652,-23.560696,-46.679731,0.82
OSM000054,RUA,BORGES DE MEDEIROS,3677,CENTRO,Porto Alegre,RS,90000-804,-30.035026,-51.231732,0.82
OSM000055,RUA,OSWALDO CRUZ,3035,Botafogo,Rio de Janeiro,RJ,20000-923,-22.950959,-43.189335,0.84
OSM000056,LARGO,BORGES DE MEDEIROS,1127,CENTRO,Porto Alegre,RS,90000-166,-30.034067,-51.231711,0.78
OSM000057,TRAVESSA,Amazonas,4863,CENTRO,Belo Horizonte,MG,30000-841,-19.91651,-43.934667,0.77
OSM000058,ESTRADA,BRIGADEIRO FARIA LIMA,1799,Itam Bibi,São Paulo,SP,01000-914,-23.583838,-46.690362,0.81
OSM000059,TRAVESSA,PROTASIO ALVES,1364,Petropolis,Porto Alegre,RS,90000-628,-30.035847,-51.231184,0.83
OSM000060,RUA,Das Flores,2247,JARDIM,Rio de Janeiro,RJ,20000-567,-22.910044,-43.179032,0.77
OSM000061,PRAÇA,Brigadeiro Faria Lima,4742,Itam Bibi,São Paulo,SP,01000-798,-23.584842,-46.689772,0.77
OSM000062,PRAÇA,QUINZE DE NOVEMBRO,2044,CENTRO,São Paulo,SP,01000-107,-23.550171,-46.633006,0.78
OSM000063,RUA,DOS ANDRADAS,4061,Centro,Porto Alegre,RS,90000-892,-30.033755,-51.229563,0.8
OSM000064,VIELA,MARQUES DE ITU,1621,Vila Buarque,São Paulo,SP,01000-821,-23.546867,-46.643683,0.83
OSM000065,RUA,AFONSO PENA,2666,Centro,Belo Horizonte,MG,30000-942,-19.917417,-43.935303,0.84
OSM000066,ALAMEDA,NOVE DE JULHO,1404,REPUBLICA,São Paulo,SP,01000-203,-23.543895,-46.64052,0.77
OSM000067,RUA,REBOUCAS,2683,PINHEIROS,São Paulo,SP,01000-523,-23.560366,-46.679351,0.81
OSM000068,AVENIDA,CONSOLACAO,213,CONSOLACAO,São Paulo,SP,01000-788,-23.549681,-46.660291,0.81
OSM000069,VIELA,BRIGADEIRO FARIA LIMA,1880,Itam Bibi,São Paulo,SP,01000-973,-23.583045,-46.689387,0.79
OSM000070,LARGO,Boavista,1945,BOA VIAGEM,Recife,PE,50000-342,-8.119532,-34.907496,0.8
OSM000071,LARGO,NOVE DE JULHO,4116,Republica,São Paulo,SP,01000-140,-23.544731,-46.640268,0.83
OSM000072,ESTRADA,Reboucas,1774,PINHEIROS,São Paulo,SP,01000-182,-23.560233,-46.679348,0.81
OSM000073,TRAVESSA,BAHIA,2895,CENTRO,Belo Horizonte,MG,30000-798,-19.918874,-43.935415,0.84
OSM000074,AVENIDA,BOA VIAGEM,579,BOA VIAGEM,Recife,PE,50000-695,-8.118245,-34.905092,0.84
OSM000075,TRAVESSA,Amazonas,577,Centro,Belo Horizonte,MG,30000-344,-19.917512,-43.934287,0.76
OSM000076,VIELA,PRESIDENTE VARGAS,1327,CENTRO,Rio de Janeiro,RJ,20000-885,-22.905205,-43.177007,0.85
OSM000077,ALAMEDA,Boavista,216,Boa Viagem,Recife,PE,50000-621,-8.119437,-34.906837,0.75
OSM000078,PRAÇA,Das Flores,760,JARDIM,Rio de Janeiro,RJ,20000-612,-22.910513,-43.180165,0.82
OSM000079,RUA,SETEMBRO,4457,Centro,Rio de Janeiro,RJ,20000-532,-22.905391,-43.176587,0.76
OSM000080,LARGO,COPACABANA,1570,Copacabana,Rio de Janeiro,RJ,20000-687,-22.970151,-43.1849,0.77
OSM000081,TRAVESSA,DOS ANDRADAS,1052,Centro,Porto Alegre,RS,90000-780,-30.033998,-51.229848,0.85
OSM000082,ALAMEDA,BORGES DE MEDEIROS,2503,CENTRO,Porto Alegre,RS,90000-991,-30.035488,-51.230552,0.76
OSM000083,VIELA,Atlantica,16,COPACABANA,Rio de Janeiro,RJ,20000-224,-22.970779,-43.182634,0.76
OSM000084,LARGO,IPIRANGA,4680,REPUBLICA,São Paulo,SP,01000-250,-23.543328,-46.640332,0.78
OSM000085,PRAÇA,Uruguaiana,3468,CENTRO,Rio de Janeiro,RJ,20000-772,-22.900642,-43.173806,0.83
OSM000086,AVENIDA,Rio Branco,4283,Centro,Rio de Janeiro,RJ,20000-696,-22.904022,-43.17441,0.83
OSM000087,LARGO,Eixo Monumental,4024,Asa Norte,Brasília,DF,70000-985,-15.796006,-47.883893,0.79
OSM000088,AVENIDA,Copacabana,1056,COPACABANA,Rio de Janeiro,RJ,20000-687,-22.970565,-43.185039,0.83
OSM000089,ESTRADA,BRIGADEIRO FARIA LIMA,342,ITAM BIBI,São Paulo,SP,01000-469,-23.583771,-46.689714,0.78
OSM000090,VIELA,PRIMEIRO DE MARÇO,4177,Centro,Rio de Janeiro,RJ,20000-567,-22.902826,-43.176362,0.83
OSM000091,RUA,Brigadeiro Faria Lima,4085,ITAM BIBI,São Paulo,SP,01000-419,-23.584439,-46.689923,0.85
OSM000092,AVENIDA,Atlantica,2850,Copacabana,Rio de Janeiro,RJ,20000-734,-22.971893,-43.181955,0.84
OSM000093,PRAÇA,Reboucas,1954,PINHEIROS,São Paulo,SP,01000-385,-23.560186,-46.680788,0.82
OSM000094,ESTRADA,Marques De Itu,3671,VILA BUARQUE,São Paulo,SP,01000-520,-23.546798,-46.643466,0.76
OSM000095,LARGO,BRIGADEIRO FARIA LIMA,70,ITAM BIBI,São Paulo,SP,01000-750,-23.583967,-46.689305,0.76
OSM000096,ALAMEDA,Copacabana,1523,COPACABANA,Rio de Janeiro,RJ,20000-764,-22.969465,-43.185606,0.76
OSM000097,PRAÇA,Da Aurora,2188,BOA VISTA,Recife,PE,50000-877,-8.062562,-34.880488,0.78
OSM000098,LARGO,W3 Sul,3834,Asa Sul,Brasília,DF,70000-921,-15.793751,-47.881867,0.82
OSM000099,ESTRADA,PAULISTA,868,BELA VISTA,São Paulo,SP,01000-898,-23.56111,-46.655704,0.83
OSM000100,ALAMEDA,Uruguaiana,178,CENTRO,Rio de Janeiro,RJ,20000-169,-22.900642,-43.174982,0.83
OSM000101,AVENIDA,PRIMEIRO DE MARÇO,3634,Centro,Rio de Janeiro,RJ,20000-386,-22.902435,-43.17641,0.79
OSM000102,ALAMEDA,PRESIDENTE VARGAS,4522,Centro,Rio de Janeiro,RJ,20000-363,-22.905115,-43.178954,0.79
OSM000103,ALAMEDA,Vinte E Tres De Maio,2463,LIBERDADE,São Paulo,SP,01000-364,-23.545702,-46.642133,0.83
OSM000104,RUA,EIXO MONUMENTAL,963,ASA NORTE,Brasília,DF,70000-348,-15.796171,-47.884836,0.8
OSM000105,ALAMEDA,Paulista,2407,BELA VISTA,São Paulo,SP,01000-237,-23.561746,-46.655946,0.77
OSM000106,LARGO,Marques De Itu,2101,VILA BUARQUE,São Paulo,SP,01000-318,-23.54632,-46.643681,0.81
OSM000107,AVENIDA,Oswaldo Cruz,3802,Botafogo,Rio de Janeiro,RJ,20000-704,-22.950478,-43.189079,0.79
OSM000108,ESTRADA,SETEMBRO,2324,Centro,Rio de Janeiro,RJ,20000-207,-22.905478,-43.176317,0.8
OSM000109,ALAMEDA,REBOUCAS,2008,PINHEIROS,São Paulo,SP,01000-465,-23.561882,-46.679977,0.76
OSM000110,AVENIDA,Do Comercio,1361,Sao Jose,Recife,PE,50000-586,-8.059369,-34.875806,0.8
OSM000111,LARGO,Oswaldo Cruz,2219,BOTAFOGO,Rio de Janeiro,RJ,20000-490,-22.950957,-43.190458,0.77
OSM000112,PRAÇA,DOS ANDRADAS,1721,Centro,Porto Alegre,RS,90000-787,-30.03513,-51.229611,0.79
OSM000113,PRAÇA,SETEMBRO,2113,Centro,Rio de Janeiro,RJ,20000-127,-22.905589,-43.177854,0.76
OSM000114,AVENIDA,Uruguaiana,2031,CENTRO,Rio de Janeiro,RJ,20000-902,-22.901944,-43.174977,0.82
OSM000115,AVENIDA,Atlantica,2534,COPACABANA,Rio de Janeiro,RJ,20000-548,-22.971668,-43.182965,0.78
OSM000116,TRAVESSA,IPIRANGA,4592,Republica,São Paulo,SP,01000-222,-23.542503,-46.640269,0.78
OSM000117,PRAÇA,PRIMEIRO DE MARÇO,4677,Centro,Rio de Janeiro,RJ,20000-523,-22.902335,-43.176783,0.82
OSM000118,PRAÇA,Rio Branco,2578,Centro,Rio de Janeiro,RJ,20000-424,-22.903932,-43.174298,0.77
OSM000119,ESTRADA,W3 NORTE,3021,Asa Norte,Brasília,DF,70000-694,-15.794058,-47.883197,0.76
OSM000120,TRAVESSA,Marques De Itu,1095,Vila Buarque,São Paulo,SP,01000-945,-23.546065,-46.644634,0.77
OSM000121,PRAÇA,DA AURORA,1405,BOA VISTA,Recife,PE,50000-925,-8.062978,-34.880613,0.8
OSM000122,AVENIDA,Borges De Medeiros,4800,Centro,Porto Alegre,RS,90000-927,-30.035368,-51.230254,0.82
OSM000123,ALAMEDA,CONSOLACAO,1078,Consolacao,São Paulo,SP,01000-604,-23.550279,-46.659423,0.79
OSM000124,ALAMEDA,Borges De Medeiros,4633,CENTRO,Porto Alegre,RS,90000-413,-30.035035,-51.231429,0.79
OSM000125,VIELA,Amazonas,72,Centro,Belo Horizonte,MG,30000-238,-19.917435,-43.935894,0.79
OSM000126,LARGO,Do Comercio,2984,SAO JOSE,Recife,PE,50000-707,-8.060405,-34.875131,0.83
OSM000127,PRAÇA,BRIGADEIRO FARIA LIMA,2378,Itam Bibi,São Paulo,SP,01000-243,-23.58343,-46.689369,0.82
OSM000128,RUA,PRIMEIRO DE MARÇO,3833,Centro,Rio de Janeiro,RJ,20000-462,-22.903956,-43.175307,0.77
OSM000129,VIELA,Reboucas,496,Pinheiros,São Paulo,SP,01000-933,-23.560794,-46.680913,0.81
OSM000130,ALAMEDA,Brigadeiro Faria Lima,3840,ITAM BIBI,São Paulo,SP,01000-239,-23.584717,-46.689736,0.75
OSM000131,AVENIDA,CONDE DA BOA VISTA,3907,DERBY,Recife,PE,50000-158,-8.054663,-34.887214,0.78
OSM000132,TRAVESSA,Consolacao,4789,Consolacao,São Paulo,SP,01000-643,-23.550737,-46.660883,0.78
OSM000133,LARGO,NOVE DE JULHO,4562,Republica,São Paulo,SP,01000-537,-23.543105,-46.640124,0.81
OSM000134,ALAMEDA,RIO BRANCO,4669,Centro,Rio de Janeiro,RJ,20000-413,-22.903427,-43.175001,0.79
OSM000135,LARGO,DA AURORA,4154,Boa Vista,Recife,PE,50000-843,-8.062577,-34.881292,0.84
OSM000136,ESTRADA,Presidente Vargas,3600,CENTRO,Rio de Janeiro,RJ,20000-248,-22.906014,-43.177252,0.82
OSM000137,TRAVESSA,Vinte E Tres De Maio,3229,LIBERDADE,São Paulo,SP,01000-204,-23.544196,-46.642677,0.84
OSM000138,RUA,TUPIS,2268,Centro,Belo Horizonte,MG,30000-444,-19.919183,-43.936369,0.85
OSM000139,VIELA,Conde Da Boa Vista,1896,Derby,Recife,PE,50000-458,-8.055801,-34.888673,0.8
OSM000140,ESTRADA,DO OUVIDOR,4358,CENTRO,Rio de Janeiro,RJ,20000-765,-22.901903,-43.172363,0.82
OSM000141,PRAÇA,Sao Joao,1391,Republica,São Paulo,SP,01000-238,-23.545642,-46.643323,0.83
OSM000142,LARGO,BAHIA,3945,Centro,Belo Horizonte,MG,30000-425,-19.91744,-43.9352,0.83
OSM000143,LARGO,NOVE DE JULHO,1586,REPUBLICA,São Paulo,SP,01000-321,-23.544566,-46.640496,0.82
OSM000144,AVENIDA,AFONSO PENA,2824,CENTRO,Belo Horizonte,MG,30000-601,-19.916128,-43.934287,0.76
OSM000145,TRAVESSA,Bahia,2060,CENTRO,Belo Horizonte,MG,30000-998,-19.917487,-43.936865,0.85
OSM000146,PRAÇA,DO COMERCIO,1775,Sao Jose,Recife,PE,50000-587,-8.059057,-34.874147,0.84
OSM000147,ESTRADA,Ipiranga,36,REPUBLICA,São Paulo,SP,01000-564,-23.543777,-46.640947,0.81
OSM000148,PRAÇA,BRIGADEIRO FARIA LIMA,424,ITAM BIBI,São Paulo,SP,01000-560,-23.584939,-46.68938,0.8
OSM000149,LARGO,BRIGADEIRO FARIA LIMA,1580,ITAM BIBI,São Paulo,SP,01000-418,-23.584789,-46.69074,0.84
OSM000150,ESTRADA,W3 Sul,3719,Asa Sul,Brasília,DF,70000-949,-15.794487,-47.881435,0.82
OSM000151,RUA,DAS FLORES,3,JARDIM,Rio de Janeiro,RJ,20000-674,-22.909949,-43.180176,0.81
OSM000152,AVENIDA,Dos Andradas,4280,CENTRO,Porto Alegre,RS,90000-284,-30.035551,-51.231243,0.81
OSM000153,PRAÇA,IPIRANGA,4672,REPUBLICA,São Paulo,SP,01000-177,-23.542808,-46.639714,0.79
OSM000154,LARGO,BOA VIAGEM,2874,Boa Viagem,Recife,PE,50000-130,-8.118379,-34.905186,0.76
OSM000155,RUA,Reboucas,3555,PINHEIROS,São Paulo,SP,01000-168,-23.561665,-46.680972,0.84
OSM000156,ALAMEDA,Tupis,998,CENTRO,Belo Horizonte,MG,30000-625,-19.919328,-43.937661,0.84
OSM000157,LARGO,W3 Norte,2659,Asa Norte,Brasília,DF,70000-105,-15.795154,-47.882701,0.78
OSM000158,PRAÇA,Boavista,354,BOA VIAGEM,Recife,PE,50000-354,-8.11985,-34.907806,0.78
OSM000159,VIELA,Agamenon Magalhaes,1049,Derby,Recife,PE,50000-206,-8.050175,-34.890417,0.79
OSM000160,ESTRADA,W3 Norte,323,ASA NORTE,Brasília,DF,70000-666,-15.794177,-47.883424,0.78
OSM000161,RUA,VINTE E TRES DE MAIO,2124,LIBERDADE,São Paulo,SP,01000-495,-23.544469,-46.642352,0.84
OSM000162,TRAVESSA,NOVE DE JULHO,4703,Republica,São Paulo,SP,01000-832,-23.543675,-46.640142,0.84
OSM000163,LARGO,Do Comercio,4555,Sao Jose,Recife,PE,50000-529,-8.060102,-34.874063,0.84
OSM000164,PRAÇA,PROTASIO ALVES,4366,PETROPOLIS,Porto Alegre,RS,90000-869,-30.035528,-51.23127,0.78
OSM000165,VIELA,Rio Branco,3750,CENTRO,Rio de Janeiro,RJ,20000-193,-22.904891,-43.174709,0.81
OSM000166,LARGO,PROTASIO ALVES,4408,PETROPOLIS,Porto Alegre,RS,90000-153,-30.036105,-51.232528,0.81
OSM000167,TRAVESSA,COPACABANA,898,Copacabana,Rio de Janeiro,RJ,20000-711,-22.969066,-43.185443,0.79
OSM000168,ALAMEDA,W3 SUL,2023,ASA SUL,Brasília,DF,70000-550,-15.79317,-47.881369,0.85
OSM000169,TRAVESSA,Do Ouvidor,3187,Centro,Rio de Janeiro,RJ,20000-482,-22.903193,-43.172813,0.78
OSM000170,VIELA,AGAMENON MAGALHAES,4830,Derby,Recife,PE,50000-896,-8.049427,-34.890643,0.76
OSM000171,ESTRADA,Brigadeiro Faria Lima,3848,Itam Bibi,São Paulo,SP,01000-220,-23.583664,-46.689103,0.85
OSM000172,ESTRADA,SETEMBRO,593,CENTRO,Rio de Janeiro,RJ,20000-899,-22.905272,-43.176218,0.77
OSM000173,PRAÇA,BOAVISTA,4809,Boa Viagem,Recife,PE,50000-285,-8.120084,-34.906988,0.76
OSM000174,RUA,Boavista,4755,BOA VIAGEM,Recife,PE,50000-993,-8.119449,-34.907239,0.8
OSM000175,TRAVESSA,BOAVISTA,3337,Boa Viagem,Recife,PE,50000-131,-8.119166,-34.906378,0.82
OSM000176,TRAVESSA,REBOUCAS,3324,Pinheiros,São Paulo,SP,01000-430,-23.560196,-46.680463,0.78
OSM000177,LARGO,AMAZONAS,3615,CENTRO,Belo Horizonte,MG,30000-144,-19.916535,-43.934928,0.83
OSM000178,VIELA,Amazonas,814,CENTRO,Belo Horizonte,MG,30000-555,-19.917912,-43.935003,0.83
OSM000179,AVENIDA,Atlantica,4000,COPACABANA,Rio de Janeiro,RJ,20000-496,-22.970403,-43.181654,0.85
OSM000180,VIELA,Eixo Monumental,1953,ASA NORTE,Brasília,DF,70000-995,-15.796125,-47.883679,0.8
OSM000181,LARGO,Rio Branco,2467,CENTRO,Rio de Janeiro,RJ,20000-483,-22.903187,-43.174216,0.83
OSM000182,ESTRADA,Protasio Alves,2380,PETROPOLIS,Porto Alegre,RS,90000-380,-30.036126,-51.232756,0.83
OSM000183,TRAVESSA,Paulista,521,Bela Vista,São Paulo,SP,01000-612,-23.561421,-46.656776,0.78
OSM000184,ALAMEDA,Dos Andradas,4686,CENTRO,Porto Alegre,RS,90000-830,-30.035376,-51.231142,0.77
OSM000185,ESTRADA,Brigadeiro Faria Lima,1005,ITAM BIBI,São Paulo,SP,01000-815,-23.583848,-46.68983,0.78
OSM000186,RUA,Primeiro De Março,2372,CENTRO,Rio de Janeiro,RJ,20000-899,-22.903577,-43.17506,0.82
OSM000187,LARGO,Da Aurora,583,BOA VISTA,Recife,PE,50000-851,-8.06316,-34.880153,0.79
OSM000188,RUA,Tupis,2431,Centro,Belo Horizonte,MG,30000-690,-19.9187,-43.93724,0.78
OSM000189,ALAMEDA,RIO BRANCO,3036,Centro,Rio de Janeiro,RJ,20000-938,-22.903216,-43.175196,0.79
OSM000190,PRAÇA,BAHIA,3882,Centro,Belo Horizonte,MG,30000-592,-19.917496,-43.936201,0.82
OSM000191,RUA,Agamenon Magalhaes,4098,Derby,Recife,PE,50000-243,-8.050906,-34.890294,0.82
OSM000192,ESTRADA,AMAZONAS,579,Centro,Belo Horizonte,MG,30000-650,-19.917378,-43.934239,0.8
OSM000193,LARGO,W3 SUL,1177,ASA SUL,Brasília,DF,70000-270,-15.794177,-47.882953,0.8
OSM000194,PRAÇA,Do Ouvidor,333,Centro,Rio de Janeiro,RJ,20000-649,-22.902916,-43.172404,0.79
OSM000195,VIELA,TUPIS,2258,CENTRO,Belo Horizonte,MG,30000-412,-19.918433,-43.937536,0.75
OSM000196,RUA,Afonso Pena,2014,CENTRO,Belo Horizonte,MG,30000-156,-19.915945,-43.93458,0.77
OSM000197,TRAVESSA,Reboucas,1981,PINHEIROS,São Paulo,SP,01000-214,-23.561822,-46.679607,0.83
OSM000198,PRAÇA,PROTASIO ALVES,2062,Petropolis,Porto Alegre,RS,90000-427,-30.036474,-51.232957,0.8
OSM000199,ESTRADA,CONDE DA BOA VISTA,4666,DERBY,Recife,PE,50000-521,-8.055733,-34.888421,0.79
OSM000200,TRAVESSA,TUPIS,2600,Centro,Belo Horizonte,MG,30000-659,-19.918127,-43.937307,0.76
OSM000201,AVENIDA,Reboucas,1979,Pinheiros,São Paulo,SP,01000-732,-23.5607,-46.680087,0.78
OSM000202,TRAVESSA,Amazonas,4446,Centro,Belo Horizonte,MG,30000-862,-19.916053,-43.935505,0.82
OSM000203,LARGO,W3 NORTE,4374,Asa Norte,Brasília,DF,70000-147,-15.795125,-47.883499,0.84
OSM000204,AVENIDA,Primeiro De Março,3541,Centro,Rio de Janeiro,RJ,20000-413,-22.9028,-43.1755,0.76
OSM000205,TRAVESSA,Dos Andradas,3223,Centro,Porto Alegre,RS,90000-240,-30.03488,-51.229658,0.83
OSM000206,AVENIDA,AMAZONAS,3976,CENTRO,Belo Horizonte,MG,30000-678,-19.91695,-43.935276,0.85
OSM000207,ESTRADA,Oswaldo Cruz,4051,BOTAFOGO,Rio de Janeiro,RJ,20000-905,-22.950819,-43.189245,0.83
OSM000208,ESTRADA,Boa Viagem,74,BOA VIAGEM,Recife,PE,50000-203,-8.118288,-34.905518,0.77
OSM000209,PRAÇA,Uruguaiana,617,Centro,Rio de Janeiro,RJ,20000-848,-22.901752,-43.173279,0.81
OSM000210,ALAMEDA,DO COMERCIO,3417,SAO JOSE,Recife,PE,50000-444,-8.060657,-34.875391,0.82
OSM000211,TRAVESSA,Amazonas,4929,CENTRO,Belo Horizonte,MG,30000-259,-19.917184,-43.934736,0.77
OSM000212,ESTRADA,Sao Joao,2647,Republica,São Paulo,SP,01000-114,-23.546623,-46.643737,0.77
OSM000213,PRAÇA,Ipiranga,4877,REPUBLICA,São Paulo,SP,01000-380,-23.543893,-46.640011,0.83
OSM000214,ALAMEDA,PAULISTA,1554,BELA VISTA,São Paulo,SP,01000-477,-23.562276,-46.655731,0.83
OSM000215,TRAVESSA,Do Ouvidor,2022,Centro,Rio de Janeiro,RJ,20000-755,-22.902258,-43.172287,0.84
OSM000216,RUA,TUPIS,2477,CENTRO,Belo Horizonte,MG,30000-734,-19.919951,-43.93747,0.84
OSM000217,ESTRADA,Do Ouvidor,1931,CENTRO,Rio de Janeiro,RJ,20000-232,-22.902842,-43.173586,0.82
OSM000218,LARGO,BORGES DE MEDEIROS,3574,CENTRO,Porto Alegre,RS,90000-548,-30.035051,-51.230714,0.79
OSM000219,TRAVESSA,Uruguaiana,2766,CENTRO,Rio de Janeiro,RJ,20000-579,-22.901112,-43.174048,0.78
OSM000220,VIELA,Presidente Vargas,867,Centro,Rio de Janeiro,RJ,20000-917,-22.906641,-43.178221,0.78
OSM000221,RUA,URUGUAIANA,1138,Centro,Rio de Janeiro,RJ,20000-200,-22.900786,-43.174642,0.85
OSM000222,TRAVESSA,CONSOLACAO,2045,CONSOLACAO,São Paulo,SP,01000-975,-23.549231,-46.659339,0.81
OSM000223,PRAÇA,W3 NORTE,4131,ASA NORTE,Brasília,DF,70000-293,-15.794055,-47.882712,0.77
