id_fonte,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,cep,latitude,longitude,confiabilidade
DNE000022,ALAMEDA,PROTASIO ALVES,3450,PETROPOLIS,Porto Alegre,RS,90000-884,-30.03549,-51.231428,0.94
DNE000023,ALAMEDA,EIXO MONUMENTAL,3348,ASA NORTE,Brasília,DF,70000-702,-15.795717,-47.88461,0.94
DNE000024,RUA,BOA VIAGEM,30,BOA VIAGEM,Recife,PE,50000-891,-8.118336,-34.90542,0.91
DNE000025,ESTRADA,DAS FLORES,29,JARDIM,Rio de Janeiro,RJ,20000-935,-22.910086,-43.179497,0.92
DNE000026,VIELA,VINTE E TRES DE MAIO,3585,LIBERDADE,São Paulo,SP,01000-439,-23.544113,-46.641095,0.94
DNE000027,VIELA,DAS FLORES,3195,JARDIM,Rio de Janeiro,RJ,20000-194,-22.909194,-43.180908,0.92
DNE000028,PRAÇA,COPACABANA,2451,COPACABANA,Rio de Janeiro,RJ,20000-825,-22.970974,-43.184705,0.94
DNE000029,TRAVESSA,RIO BRANCO,2312,CENTRO,Rio de Janeiro,RJ,20000-557,-22.903592,-43.174216,0.9
DNE000030,ALAMEDA,W3 NORTE,3846,ASA NORTE,Brasília,DF,70000-729,-15.795352,-47.883202,0.9
DNE000031,TRAVESSA,DO OUVIDOR,3522,CENTRO,Rio de Janeiro,RJ,20000-307,-22.903043,-43.172655,0.92
DNE000032,VIELA,SAO JOAO,1306,REPUBLICA,São Paulo,SP,01000-570,-23.545892,-46.643244,0.92
DNE000033,AVENIDA,DO OUVIDOR,3871,CENTRO,Rio de Janeiro,RJ,20000-798,-22.902722,-43.172698,0.93
DNE000034,RUA,BORGES DE MEDEIROS,3040,CENTRO,Porto Alegre,RS,90000-539,-30.034437,-51.231855,0.94
DNE000035,LARGO,QUINZE DE NOVEMBRO,3089,CENTRO,São Paulo,SP,01000-708,-23.550794,-46.63262,0.9
DNE000036,ESTRADA,IPIRANGA,3536,REPUBLICA,São Paulo,SP,01000-882,-23.543747,-46.639113,0.94
DNE000037,ESTRADA,DA AURORA,3115,BOA VISTA,Recife,PE,50000-180,-8.063091,-34.880073,0.9
DNE000038,PRAÇA,EIXO MONUMENTAL,1141,ASA NORTE,Brasília,DF,70000-902,-15.79529,-47.883478,0.95
DNE000039,AVENIDA,TUPIS,3773,CENTRO,Belo Horizonte,MG,30000-397,-19.919278,-43.936979,0.92
DNE000040,ALAMEDA,RIO BRANCO,3155,CENTRO,Rio de Janeiro,RJ,20000-902,-22.903658,-43.175724,0.93
DNE000041,ESTRADA,COPACABANA,2297,COPACABANA,Rio de Janeiro,RJ,20000-829,-22.970807,-43.184654,0.9
DNE000042,ESTRADA,AGAMENON MAGALHAES,1333,DERBY,Recife,PE,50000-588,-8.04912,-34.890129,0.91
DNE000043,RUA,BOAVISTA,2166,BOA VIAGEM,Recife,PE,50000-475,-8.119976,-34.907851,0.94
DNE000044,PRAÇA,VINTE E TRES DE MAIO,2406,LIBERDADE,São Paulo,SP,01000-953,-23.544168,-46.64279,0.92
DNE000045,ESTRADA,ATLANTICA,24,COPACABANA,Rio de Janeiro,RJ,20000-244,-22.971751,-43.181663,0.94
DNE000046,RUA,URUGUAIANA,4707,CENTRO,Rio de Janeiro,RJ,20000-851,-22.900311,-43.174266,0.9
DNE000047,PRAÇA,OSWALDO CRUZ,3359,BOTAFOGO,Rio de Janeiro,RJ,20000-154,-22.950873,-43.190201,0.91
DNE000048,ALAMEDA,TUPIS,3851,CENTRO,Belo Horizonte,MG,30000-615,-19.919657,-43.936345,0.95
DNE000049,ALAMEDA,PAULISTA,42,BELA VISTA,São Paulo,SP,01000-597,-23.56056,-46.656277,0.9
DNE000050,ESTRADA,W3 SUL,1319,ASA SUL,Brasília,DF,70000-834,-15.793863,-47.881397,0.93
DNE000051,VIELA,BAHIA,594,CENTRO,Belo Horizonte,MG,30000-655,-19.918519,-43.936728,0.92
DNE000052,PRAÇA,CONDE DA BOA VISTA,4608,DERBY,Recife,PE,50000-871,-8.055988,-34.888868,0.93
DNE000053,RUA,OSWALDO CRUZ,1459,BOTAFOGO,Rio de Janeiro,RJ,20000-926,-22.950817,-43.189851,0.94
DNE000054,PRAÇA,PRESIDENTE VARGAS,1524,CENTRO,Rio de Janeiro,RJ,20000-865,-22.905038,-43.177686,0.92
DNE000055,LARGO,ATLANTICA,437,COPACABANA,Rio de Janeiro,RJ,20000-239,-22.970901,-43.182767,0.94
DNE000056,VIELA,REBOUCAS,4864,PINHEIROS,São Paulo,SP,01000-115,-23.561912,-46.680075,0.92
DNE000057,AVENIDA,DO OUVIDOR,4131,CENTRO,Rio de Janeiro,RJ,20000-419,-22.901864,-43.173265,0.93
DNE000058,TRAVESSA,EIXO MONUMENTAL,1154,ASA NORTE,Brasília,DF,70000-634,-15.795577,-47.883602,0.94
DNE000059,TRAVESSA,TUPIS,3377,CENTRO,Belo Horizonte,MG,30000-709,-19.919174,-43.936889,0.92
DNE000060,AVENIDA,NOVE DE JULHO,3387,REPUBLICA,São Paulo,SP,01000-190,-23.544442,-46.641056,0.94
DNE000061,TRAVESSA,PROTASIO ALVES,2547,PETROPOLIS,Porto Alegre,RS,90000-184,-30.035149,-51.231045,0.94
DNE000062,AVENIDA,CONSOLACAO,291,CONSOLACAO,São Paulo,SP,01000-146,-23.549197,-46.659549,0.91
DNE000063,VIELA,SETEMBRO,1817,CENTRO,Rio de Janeiro,RJ,20000-170,-22.905296,-43.176877,0.93
DNE000064,PRAÇA,TUPIS,3587,CENTRO,Belo Horizonte,MG,30000-882,-19.918215,-43.937573,0.91
DNE000065,VIELA,IPIRANGA,4342,REPUBLICA,São Paulo,SP,01000-982,-23.543325,-46.639163,0.9
DNE000066,VIELA,VINTE E TRES DE MAIO,3669,LIBERDADE,São Paulo,SP,01000-661,-23.544042,-46.642129,0.91
DNE000067,ALAMEDA,BRIGADEIRO FARIA LIMA,4440,ITAM BIBI,São Paulo,SP,01000-660,-23.583021,-46.689007,0.93
DNE000068,TRAVESSA,MARQUES DE ITU,3135,VILA BUARQUE,São Paulo,SP,01000-916,-23.546065,-46.644364,0.95
DNE000069,RUA,MARQUES DE ITU,2711,VILA BUARQUE,São Paulo,SP,01000-556,-23.547188,-46.644724,0.92
DNE000070,VIELA,BAHIA,2950,CENTRO,Belo Horizonte,MG,30000-443,-19.917146,-43.935591,0.92
DNE000071,ESTRADA,DA AURORA,1688,BOA VISTA,Recife,PE,50000-846,-8.06384,-34.880078,0.93
DNE000072,PRAÇA,DO OUVIDOR,2659,CENTRO,Rio de Janeiro,RJ,20000-605,-22.90259,-43.172696,0.91
DNE000073,AVENIDA,MARQUES DE ITU,1914,VILA BUARQUE,São Paulo,SP,01000-185,-23.546539,-46.643668,0.9
DNE000074,VIELA,PRESIDENTE VARGAS,777,CENTRO,Rio de Janeiro,RJ,20000-803,-22.906075,-43.177985,0.93
DNE000075,LARGO,DAS FLORES,3188,JARDIM,Rio de Janeiro,RJ,20000-819,-22.910715,-43.179389,0.9
DNE000076,PRAÇA,QUINZE DE NOVEMBRO,1916,CENTRO,São Paulo,SP,01000-374,-23.551184,-46.63426,0.92
DNE000077,AVENIDA,RIO BRANCO,1108,CENTRO,Rio de Janeiro,RJ,20000-421,-22.903635,-43.174004,0.91
DNE000078,ESTRADA,DA AURORA,3422,BOA VISTA,Recife,PE,50000-816,-8.062256,-34.881881,0.94
DNE000079,TRAVESSA,OSWALDO CRUZ,1500,BOTAFOGO,Rio de Janeiro,RJ,20000-455,-22.950842,-43.190778,0.95
DNE000080,PRAÇA,NOVE DE JULHO,263,REPUBLICA,São Paulo,SP,01000-144,-23.54412,-46.640219,0.92
DNE000081,TRAVESSA,BORGES DE MEDEIROS,1058,CENTRO,Porto Alegre,RS,90000-663,-30.0358,-51.231114,0.92
DNE000082,PRAÇA,OSWALDO CRUZ,230,BOTAFOGO,Rio de Janeiro,RJ,20000-782,-22.949138,-43.189583,0.95
DNE000083,ALAMEDA,COPACABANA,1772,COPACABANA,Rio de Janeiro,RJ,20000-891,-22.970904,-43.184035,0.95
DNE000084,AVENIDA,DO OUVIDOR,25,CENTRO,Rio de Janeiro,RJ,20000-229,-22.903371,-43.171983,0.91
DNE000085,ALAMEDA,ATLANTICA,528,COPACABANA,Rio de Janeiro,RJ,20000-407,-22.970632,-43.182365,0.9
DNE000086,PRAÇA,PRESIDENTE VARGAS,1428,CENTRO,Rio de Janeiro,RJ,20000-467,-22.905089,-43.177019,0.95
DNE000087,PRAÇA,DA AURORA,4646,BOA VISTA,Recife,PE,50000-146,-8.06248,-34.881513,0.92
DNE000088,VIELA,CONDE DA BOA VISTA,3989,DERBY,Recife,PE,50000-691,-8.055224,-34.888933,0.93
DNE000089,VIELA,DO OUVIDOR,4486,CENTRO,Rio de Janeiro,RJ,20000-659,-22.90249,-43.172982,0.9
DNE000090,RUA,DO COMERCIO,1980,SAO JOSE,Recife,PE,50000-612,-8.059566,-34.875045,0.95
DNE000091,TRAVESSA,VINTE E TRES DE MAIO,1588,LIBERDADE,São Paulo,SP,01000-395,-23.544611,-46.642749,0.93
DNE000092,PRAÇA,MARQUES DE ITU,1844,VILA BUARQUE,São Paulo,SP,01000-502,-23.546838,-46.643074,0.9
DNE000093,ESTRADA,BORGES DE MEDEIROS,2738,CENTRO,Porto Alegre,RS,90000-323,-30.035083,-51.230482,0.92
DNE000094,AVENIDA,PAULISTA,4041,BELA VISTA,São Paulo,SP,01000-488,-23.561133,-46.655842,0.91
DNE000095,ESTRADA,BOA VIAGEM,2342,BOA VIAGEM,Recife,PE,50000-650,-8.11949,-34.905202,0.91
DNE000096,ESTRADA,NOVE DE JULHO,4692,REPUBLICA,São Paulo,SP,01000-253,-23.544632,-46.641878,0.94
DNE000097,AVENIDA,BRIGADEIRO FARIA LIMA,572,ITAM BIBI,São Paulo,SP,01000-906,-23.583421,-46.690385,0.9
DNE000098,VIELA,ATLANTICA,381,COPACABANA,Rio de Janeiro,RJ,20000-105,-22.971246,-43.181936,0.92
DNE000099,ALAMEDA,W3 NORTE,1991,ASA NORTE,Brasília,DF,70000-219,-15.794888,-47.883172,0.9
DNE000100,ESTRADA,RIO BRANCO,54,CENTRO,Rio de Janeiro,RJ,20000-794,-22.904232,-43.175112,0.91
DNE000101,LARGO,BOAVISTA,2737,BOA VIAGEM,Recife,PE,50000-676,-8.119085,-34.906153,0.94
DNE000102,PRAÇA,EIXO MONUMENTAL,4634,ASA NORTE,Brasília,DF,70000-189,-15.79542,-47.883914,0.94
DNE000103,VIELA,PAULISTA,2554,BELA VISTA,São Paulo,SP,01000-147,-23.561212,-46.656312,0.91
DNE000104,ESTRADA,BRIGADEIRO FARIA LIMA,70,ITAM BIBI,São Paulo,SP,01000-244,-23.583093,-46.690519,0.94
DNE000105,AVENIDA,TUPIS,2096,CENTRO,Belo Horizonte,MG,30000-574,-19.91926,-43.936959,0.92
DNE000106,LARGO,DAS FLORES,939,JARDIM,Rio de Janeiro,RJ,20000-452,-22.90961,-43.180748,0.9
DNE000107,RUA,PAULISTA,1483,BELA VISTA,São Paulo,SP,01000-817,-23.561948,-46.655995,0.91
DNE000108,ESTRADA,PAULISTA,554,BELA VISTA,São Paulo,SP,01000-637,-23.562201,-46.655908,0.92
DNE000109,RUA,PRIMEIRO DE MARÇO,2999,CENTRO,Rio de Janeiro,RJ,20000-544,-22.902955,-43.17518,0.93
DNE000110,TRAVESSA,PRESIDENTE VARGAS,4388,CENTRO,Rio de Janeiro,RJ,20000-663,-22.905454,-43.177994,0.92
DNE000111,PRAÇA,EIXO MONUMENTAL,4662,ASA NORTE,Brasília,DF,70000-806,-15.796837,-47.883823,0.94
DNE000112,VIELA,DOS ANDRADAS,4555,CENTRO,Porto Alegre,RS,90000-825,-30.035387,-51.230175,0.93
DNE000113,TRAVESSA,OSWALDO CRUZ,3922,BOTAFOGO,Rio de Janeiro,RJ,20000-927,-22.949499,-43.189454,0.93
DNE000114,ESTRADA,CONSOLACAO,4166,CONSOLACAO,São Paulo,SP,01000-591,-23.550866,-46.659042,0.95
DNE000115,ALAMEDA,QUINZE DE NOVEMBRO,438,CENTRO,São Paulo,SP,01000-626,-23.549913,-46.633756,0.93
DNE000116,ESTRADA,URUGUAIANA,10,CENTRO,Rio de Janeiro,RJ,20000-664,-22.901664,-43.173492,0.9
DNE000117,TRAVESSA,CONSOLACAO,1109,CONSOLACAO,São Paulo,SP,01000-259,-23.54977,-46.659927,0.93
DNE000118,LARGO,OSWALDO CRUZ,2284,BOTAFOGO,Rio de Janeiro,RJ,20000-848,-22.950496,-43.190445,0.93
DNE000119,AVENIDA,URUGUAIANA,541,CENTRO,Rio de Janeiro,RJ,20000-468,-22.900151,-43.173279,0.92
DNE000120,RUA,REBOUCAS,1046,PINHEIROS,São Paulo,SP,01000-312,-23.560598,-46.679654,0.9
DNE000121,ESTRADA,OSWALDO CRUZ,1795,BOTAFOGO,Rio de Janeiro,RJ,20000-233,-22.950446,-43.189571,0.94
DNE000122,ESTRADA,BAHIA,846,CENTRO,Belo Horizonte,MG,30000-835,-19.918004,-43.935299,0.91
DNE000123,ESTRADA,REBOUCAS,4124,PINHEIROS,São Paulo,SP,01000-443,-23.561917,-46.679446,0.9
DNE000124,RUA,OSWALDO CRUZ,471,BOTAFOGO,Rio de Janeiro,RJ,20000-912,-22.950186,-43.190208,0.92
DNE000125,LARGO,BRIGADEIRO FARIA LIMA,2916,ITAM BIBI,São Paulo,SP,01000-698,-23.58313,-46.69012,0.92
DNE000126,AVENIDA,PRESIDENTE VARGAS,188,CENTRO,Rio de Janeiro,RJ,20000-712,-22.905778,-43.178552,0.93
DNE000127,AVENIDA,RIO BRANCO,3848,CENTRO,Rio de Janeiro,RJ,20000-985,-22.904169,-43.174233,0.91
DNE000128,TRAVESSA,ATLANTICA,978,COPACABANA,Rio de Janeiro,RJ,20000-129,-22.970668,-43.182904,0.95
DNE000129,ALAMEDA,NOVE DE JULHO,548,REPUBLICA,São Paulo,SP,01000-501,-23.544504,-46.640069,0.93
DNE000130,TRAVESSA,PAULISTA,971,BELA VISTA,São Paulo,SP,01000-114,-23.562097,-46.657337,0.92
DNE000131,PRAÇA,PROTASIO ALVES,3422,PETROPOLIS,Porto Alegre,RS,90000-502,-30.036888,-51.232188,0.94
DNE000132,RUA,TUPIS,3139,CENTRO,Belo Horizonte,MG,30000-503,-19.918092,-43.936246,0.91
DNE000133,VIELA,SETEMBRO,2966,CENTRO,Rio de Janeiro,RJ,20000-410,-22.905832,-43.176976,0.92
DNE000134,ALAMEDA,SAO JOAO,297,REPUBLICA,São Paulo,SP,01000-541,-23.545442,-46.642434,0.92
DNE000135,TRAVESSA,AGAMENON MAGALHAES,1841,DERBY,Recife,PE,50000-452,-8.049041,-34.88963,0.93
DNE000136,ESTRADA,DO OUVIDOR,3717,CENTRO,Rio de Janeiro,RJ,20000-966,-22.903173,-43.172569,0.91
DNE000137,AVENIDA,PAULISTA,725,BELA VISTA,São Paulo,SP,01000-250,-23.561628,-46.656631,0.91
DNE000138,ESTRADA,NOVE DE JULHO,2815,REPUBLICA,São Paulo,SP,01000-668,-23.544567,-46.641178,0.95
DNE000139,RUA,BOA VIAGEM,4373,BOA VIAGEM,Recife,PE,50000-708,-8.119467,-34.906697,0.94
DNE000140,ESTRADA,PRESIDENTE VARGAS,1967,CENTRO,Rio de Janeiro,RJ,20000-940,-22.90552,-43.177139,0.94
DNE000141,VIELA,RIO BRANCO,2160,CENTRO,Rio de Janeiro,RJ,20000-673,-22.903684,-43.174858,0.91
DNE000142,ALAMEDA,BOAVISTA,3776,BOA VIAGEM,Recife,PE,50000-291,-8.11939,-34.906225,0.95
DNE000143,TRAVESSA,CONDE DA BOA VISTA,1843,DERBY,Recife,PE,50000-307,-8.054667,-34.888271,0.91
DNE000144,AVENIDA,ATLANTICA,2997,COPACABANA,Rio de Janeiro,RJ,20000-641,-22.970771,-43.18274,0.94
DNE000145,ALAMEDA,BORGES DE MEDEIROS,3030,CENTRO,Porto Alegre,RS,90000-897,-30.035189,-51.231252,0.94
DNE000146,ALAMEDA,DO COMERCIO,4091,SAO JOSE,Recife,PE,50000-564,-8.059168,-34.874873,0.92
DNE000147,ALAMEDA,AGAMENON MAGALHAES,2749,DERBY,Recife,PE,50000-469,-8.049826,-34.88921,0.95
DNE000148,ALAMEDA,IPIRANGA,3220,REPUBLICA,São Paulo,SP,01000-845,-23.543127,-46.639871,0.92
DNE000149,VIELA,PROTASIO ALVES,1710,PETROPOLIS,Porto Alegre,RS,90000-229,-30.036235,-51.231386,0.95
DNE000150,RUA,RIO BRANCO,4387,CENTRO,Rio de Janeiro,RJ,20000-108,-22.904646,-43.175429,0.93
DNE000151,ALAMEDA,BOAVISTA,4162,BOA VIAGEM,Recife,PE,50000-449,-8.119149,-34.906126,0.9
DNE000152,PRAÇA,QUINZE DE NOVEMBRO,3041,CENTRO,São Paulo,SP,01000-506,-23.549999,-46.633116,0.93
DNE000153,TRAVESSA,MARQUES DE ITU,111,VILA BUARQUE,São Paulo,SP,01000-382,-23.546312,-46.644637,0.92
DNE000154,AVENIDA,URUGUAIANA,2177,CENTRO,Rio de Janeiro,RJ,20000-225,-22.901521,-43.173446,0.91
DNE000155,ALAMEDA,SAO JOAO,4461,REPUBLICA,São Paulo,SP,01000-353,-23.546895,-46.642665,0.93
DNE000156,ALAMEDA,PAULISTA,2595,BELA VISTA,São Paulo,SP,01000-318,-23.560517,-46.655866,0.94
DNE000157,LARGO,OSWALDO CRUZ,1852,BOTAFOGO,Rio de Janeiro,RJ,20000-797,-22.950094,-43.190175,0.91
DNE000158,AVENIDA,DAS FLORES,4061,JARDIM,Rio de Janeiro,RJ,20000-941,-22.91094,-43.179709,0.95
DNE000159,AVENIDA,DA AURORA,651,BOA VISTA,Recife,PE,50000-662,-8.06216,-34.881716,0.92
DNE000160,ALAMEDA,BAHIA,2608,CENTRO,Belo Horizonte,MG,30000-471,-19.918815,-43.935135,0.91
DNE000161,LARGO,VINTE E TRES DE MAIO,2128,LIBERDADE,São Paulo,SP,01000-796,-23.544522,-46.642648,0.91
DNE000162,ESTRADA,BORGES DE MEDEIROS,208,CENTRO,Porto Alegre,RS,90000-520,-30.035903,-51.231006,0.93
DNE000163,TRAVESSA,BOAVISTA,3644,BOA VIAGEM,Recife,PE,50000-235,-8.119249,-34.906359,0.92
DNE000164,TRAVESSA,AMAZONAS,1598,CENTRO,Belo Horizonte,MG,30000-214,-19.917199,-43.935352,0.92
DNE000165,RUA,VINTE E TRES DE MAIO,2926,LIBERDADE,São Paulo,SP,01000-933,-23.544178,-46.641709,0.94
DNE000166,PRAÇA,BAHIA,2667,CENTRO,Belo Horizonte,MG,30000-774,-19.917135,-43.936874,0.93
DNE000167,LARGO,ATLANTICA,1460,COPACABANA,Rio de Janeiro,RJ,20000-167,-22.972316,-43.18138,0.94
DNE000168,TRAVESSA,MARQUES DE ITU,983,VILA BUARQUE,São Paulo,SP,01000-718,-23.547627,-46.644074,0.92
DNE000169,AVENIDA,MARQUES DE ITU,1783,VILA BUARQUE,São Paulo,SP,01000-641,-23.547547,-46.643853,0.94
DNE000170,RUA,RIO BRANCO,1626,CENTRO,Rio de Janeiro,RJ,20000-487,-22.904011,-43.175671,0.91
DNE000171,VIELA,DA AURORA,1442,BOA VISTA,Recife,PE,50000-127,-8.063298,-34.881692,0.95
DNE000172,LARGO,QUINZE DE NOVEMBRO,2017,CENTRO,São Paulo,SP,01000-836,-23.550369,-46.633046,0.92
DNE000173,TRAVESSA,CONDE DA BOA VISTA,1923,DERBY,Recife,PE,50000-254,-8.054067,-34.888296,0.91
DNE000174,ESTRADA,BAHIA,12,CENTRO,Belo Horizonte,MG,30000-973,-19.918546,-43.935768,0.91
DNE000175,TRAVESSA,DOS ANDRADAS,2901,CENTRO,Porto Alegre,RS,90000-332,-30.03434,-51.229899,0.91
DNE000176,RUA,AMAZONAS,3847,CENTRO,Belo Horizonte,MG,30000-150,-19.917146,-43.934985,0.92
DNE000177,ESTRADA,EIXO MONUMENTAL,3188,ASA NORTE,Brasília,DF,70000-906,-15.795048,-47.884909,0.93
DNE000178,TRAVESSA,PRIMEIRO DE MARÇO,3123,CENTRO,Rio de Janeiro,RJ,20000-114,-22.902471,-43.175386,0.9
DNE000179,PRAÇA,BORGES DE MEDEIROS,4536,CENTRO,Porto Alegre,RS,90000-671,-30.035751,-51.231207,0.91
DNE000180,AVENIDA,EIXO MONUMENTAL,4039,ASA NORTE,Brasília,DF,70000-962,-15.795736,-47.884634,0.93
DNE000181,ALAMEDA,AMAZONAS,3298,CENTRO,Belo Horizonte,MG,30000-432,-19.916154,-43.934476,0.92
DNE000182,TRAVESSA,BAHIA,1776,CENTRO,Belo Horizonte,MG,30000-256,-19.917492,-43.936738,0.95
DNE000183,RUA,SETEMBRO,870,CENTRO,Rio de Janeiro,RJ,20000-399,-22.904095,-43.176161,0.94
DNE000184,ESTRADA,NOVE DE JULHO,1509,REPUBLICA,São Paulo,SP,01000-462,-23.543006,-46.641308,0.91
DNE000185,PRAÇA,AGAMENON MAGALHAES,1730,DERBY,Recife,PE,50000-150,-8.050886,-34.890634,0.92
DNE000186,LARGO,DO COMERCIO,2005,SAO JOSE,Recife,PE,50000-763,-8.060516,-34.874206,0.9
DNE000187,LARGO,PRIMEIRO DE MARÇO,2260,CENTRO,Rio de Janeiro,RJ,20000-341,-22.902937,-43.176457,0.91
DNE000188,ALAMEDA,DO OUVIDOR,1000,CENTRO,Rio de Janeiro,RJ,20000-431,-22.902807,-43.173147,0.93
DNE000189,TRAVESSA,SETEMBRO,3157,CENTRO,Rio de Janeiro,RJ,20000-776,-22.905973,-43.17668,0.91
DNE000190,VIELA,OSWALDO CRUZ,1878,BOTAFOGO,Rio de Janeiro,RJ,20000-837,-22.949983,-43.190426,0.93
DNE000191,PRAÇA,DOS ANDRADAS,2268,CENTRO,Porto Alegre,RS,90000-146,-30.034408,-51.230784,0.94
DNE000192,ESTRADA,CONDE DA BOA VISTA,552,DERBY,Recife,PE,50000-538,-8.055363,-34.887863,0.92
DNE000193,PRAÇA,VINTE E TRES DE MAIO,2703,LIBERDADE,São Paulo,SP,01000-117,-23.545856,-46.641868,0.92
DNE000194,TRAVESSA,RIO BRANCO,4841,CENTRO,Rio de Janeiro,RJ,20000-660,-22.903848,-43.175248,0.92
DNE000195,LARGO,BORGES DE MEDEIROS,5,CENTRO,Porto Alegre,RS,90000-118,-30.035284,-51.23163,0.94
DNE000196,RUA,NOVE DE JULHO,583,REPUBLICA,São Paulo,SP,01000-767,-23.544663,-46.640047,0.93
DNE000197,AVENIDA,BORGES DE MEDEIROS,1227,CENTRO,Porto Alegre,RS,90000-306,-30.035808,-51.230542,0.92
DNE000198,VIELA,IPIRANGA,3791,REPUBLICA,São Paulo,SP,01000-762,-23.542496,-46.64014,0.93
DNE000199,LARGO,TUPIS,1767,CENTRO,Belo Horizonte,MG,30000-536,-19.919188,-43.936867,0.9
DNE000200,ESTRADA,BORGES DE MEDEIROS,1081,CENTRO,Porto Alegre,RS,90000-498,-30.034214,-51.231537,0.92
DNE000201,LARGO,DAS FLORES,4463,JARDIM,Rio de Janeiro,RJ,20000-342,-22.910079,-43.180322,0.92
DNE000202,ALAMEDA,CONSOLACAO,1664,CONSOLACAO,São Paulo,SP,01000-193,-23.549119,-46.65963,0.91
DNE000203,PRAÇA,DO COMERCIO,1489,SAO JOSE,Recife,PE,50000-248,-8.060342,-34.875623,0.91
DNE000204,PRAÇA,ATLANTICA,193,COPACABANA,Rio de Janeiro,RJ,20000-597,-22.972072,-43.18205,0.94
DNE000205,LARGO,DO COMERCIO,2328,SAO JOSE,Recife,PE,50000-828,-8.060455,-34.875434,0.92
DNE000206,LARGO,OSWALDO CRUZ,3242,BOTAFOGO,Rio de Janeiro,RJ,20000-657,-22.950998,-43.190158,0.92
DNE000207,LARGO,AMAZONAS,4859,CENTRO,Belo Horizonte,MG,30000-416,-19.917007,-43.935405,0.92
DNE000208,PRAÇA,RIO BRANCO,3495,CENTRO,Rio de Janeiro,RJ,20000-134,-22.90416,-43.175597,0.93
DNE000209,VIELA,NOVE DE JULHO,2002,REPUBLICA,São Paulo,SP,01000-815,-23.543284,-46.641934,0.92
DNE000210,VIELA,BRIGADEIRO FARIA LIMA,2232,ITAM BIBI,São Paulo,SP,01000-731,-23.584059,-46.690925,0.93
DNE000211,AVENIDA,QUINZE DE NOVEMBRO,4633,CENTRO,São Paulo,SP,01000-240,-23.549594,-46.633425,0.93
DNE000212,PRAÇA,DO COMERCIO,4863,SAO JOSE,Recife,PE,50000-108,-8.060555,-34.875588,0.92
DNE000213,ESTRADA,QUINZE DE NOVEMBRO,3791,CENTRO,São Paulo,SP,01000-311,-23.550784,-46.634088,0.92
DNE000214,PRAÇA,AMAZONAS,2376,CENTRO,Belo Horizonte,MG,30000-735,-19.917401,-43.934025,0.95
